model_year,milage,accident,clean_title,price,log_price,car_age,engine_hp,engine_displacement_L,num_cylinders,is_turbo_supercharged,milage_per_year,is_luxury,is_electric,is_hybrid,is_common_color,fuel_type_E85 Flex Fuel,fuel_type_Electric,fuel_type_Gasoline,fuel_type_Hybrid,fuel_type_Plug-In Hybrid,fuel_type_Unknown,fuel_type_not supported,transmission_CVT,transmission_Manual,transmission_Unknown,engine_fuel_detail_Electric,engine_fuel_detail_Flex Fuel,engine_fuel_detail_Gasoline,engine_fuel_detail_Hybrid,engine_fuel_detail_Unknown,brand_freq,model_freq,ext_col_freq,int_col_freq,brand_model_freq
2014,-0.5289254248697809,0,0.0,28500.0,10.25769445336048,0.2482923189613204,0.8419396185860825,0.966694909478813,1.2261891660146014,0,-0.8123334765602891,0,0,0,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0.09628336243452232,0.003991020204539786,0.22649039660763282,0.5061112496882015,0.003991020204539786
2010,0.6307592396272105,0,0.0,10995.0,9.305286849285137,0.9035944300317176,-0.25303915096786656,0.00782849472300023,-0.13420722710911134,0,-0.0758847787115257,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.015964080818159143,0.0002494387627837366,0.08730356697430781,0.13444749314043403,0.0002494387627837366
2018,-0.47270060769265104,0,0.0,42000.0,10.645448706505872,-0.4070097921090768,0.6594431569937576,-1.2460737399576782,-1.4946036202328241,0,-0.2630388859694735,0,0,1,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.009478672985781991,0.0002494387627837366,0.22649039660763282,0.5061112496882015,0.0002494387627837366
2018,-1.0666947646728053,0,0.0,144900.0,11.88380602959621,-0.4070097921090768,-0.16179092017170416,1.1142128194412457,-0.13420722710911134,0,-1.3023123593712016,1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.049887752556747315,0.0004988775255674732,0.0004988775255674732,0.5061112496882015,0.0004988775255674732
2014,2.3194161636886275,1,0.0,10000.0,9.210440366976517,0.2482923189613204,-0.2347895048086341,-0.13968941523943265,-0.13420722710911134,0,2.359023410948404,1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.07857321027687703,0.0004988775255674732,0.22649039660763282,0.13444749314043403,0.0004988775255674732
2021,-0.9856086337778969,0,0.0,23998.0,10.085767441795337,-0.8984863754118747,-0.16179092017170416,-0.13968941523943265,-0.13420722710911134,0,-0.8296872710423064,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0.04963831379396358,0.0004988775255674732,0.0037415814417560487,0.03317535545023697,0.0004988775255674732
2014,0.7512409907210602,0,0.0,21000.0,9.952325334619427,0.2482923189613204,-0.19829021249016912,-0.13968941523943265,-0.13420722710911134,0,0.6130098163753352,1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.04065851833374907,0.001247193813918683,0.22649039660763282,0.5061112496882015,0.001247193813918683
2023,-1.0751093631618995,0,0.0,67900.0,11.125806040978839,-1.2261374309470734,0.4951963415606652,-0.5084841901455145,-0.13420722710911134,0,-0.6060061797441948,1,0,1,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.09353953604390122,0.0002494387627837366,0.12372162634073335,0.13444749314043403,0.0002494387627837366
2019,-0.8729868826363603,0,0.0,69998.0,11.156236235215168,-0.5708353198766761,-0.16179092017170416,-0.13968941523943265,-0.13420722710911134,1,-0.857052064061959,1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.09353953604390122,0.0002494387627837366,0.001995510102269893,0.0002494387627837366,0.0002494387627837366
2023,-1.1211984139771658,0,0.0,46900.0,10.75579427616868,-1.2261374309470734,-0.8279030049836897,-1.2460737399576782,-1.4946036202328241,0,-0.8882427739919025,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.026689947617859814,0.0002494387627837366,0.20354203043152905,0.13444749314043403,0.0002494387627837366
2022,-1.1439560780726707,0,0.0,99000.0,11.502885230075814,-1.062311903179474,1.9004190958215665,-0.13968941523943265,-0.13420722710911134,0,-1.2188850274209206,0,1,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0007483162883512097,0.0004988775255674732,0.06510351708655525,0.5061112496882015,0.0004988775255674732
2019,-0.3288300976166143,0,0.0,31000.0,10.34177474101152,-0.5708353198766761,-0.7275299511079111,-1.2460737399576782,-1.4946036202328241,0,0.25370350020413324,1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.049887752556747315,0.0009977550511349464,0.22649039660763282,0.5061112496882015,0.0009977550511349464
2006,-0.4153283452670083,1,0.0,19995.0,9.903287532533462,1.5588965411021147,0.8875637339841637,1.7780434142721928,1.2261891660146014,0,-1.0713665642609214,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.006984285357944624,0.0002494387627837366,0.09329009728111748,0.5061112496882015,0.0002494387627837366
2017,-0.9568460062151747,0,0.0,130000.0,11.775297421715827,-0.2431842643414775,2.3201609574839135,1.7042844592909767,2.5865855591383142,0,-1.1715332026024015,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.008231479171863308,0.0007483162883512097,0.20354203043152905,0.031928161636318286,0.0007483162883512097
2019,-0.13229185063383758,0,0.0,55999.0,10.933106969717286,-0.5708353198766761,0.8875637339841637,-0.5084841901455145,-0.13420722710911134,0,0.6548855812459068,1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.09353953604390122,0.0037415814417560487,0.22649039660763282,0.03142928411075081,0.0037415814417560487
2023,-1.2194579754248165,0,0.0,49950.0,10.818797803896322,-1.2261374309470734,-0.25303915096786656,-1.5411095598825437,-1.4946036202328241,0,-1.489957139653613,0,0,0,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0.04963831379396358,0.0002494387627837366,0.09329009728111748,0.11773509603392367,0.0002494387627837366
2019,-0.8314684887276701,1,0.0,59950.0,11.00128284088368,-0.5708353198766761,1.0609353724968722,-0.5822431451267309,-0.13420722710911134,0,-0.7723029837912876,1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.049887752556747315,0.0004988775255674732,0.22649039660763282,0.5061112496882015,0.0004988775255674732
2019,-0.10287900409695809,0,0.0,42499.0,10.657259354912508,-0.5708353198766761,0.0663296568187019,-0.5084841901455145,-0.13420722710911134,0,0.7149243124556227,1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.05013719131953105,0.001247193813918683,0.22649039660763282,0.5061112496882015,0.001247193813918683
2023,-1.2255264308624514,0,0.0,359991.0,12.793837087963153,-1.2261374309470734,-0.16179092017170416,1.1142128194412457,-0.13420722710911134,0,-1.5515338903574294,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.006485407832377151,0.0004988775255674732,0.0002494387627837366,0.002494387627837366,0.0004988775255674732
2019,-0.7934115546519938,0,0.0,44999.0,10.714417768752456,-0.5708353198766761,0.8784389109045474,-0.5084841901455145,-0.13420722710911134,0,-0.694619579950368,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.008480917934647045,0.0004988775255674732,0.22649039660763282,0.5061112496882015,0.0004988775255674732
